0, BADBABA
1, BADBABA
2, BADBABA
3, BADBABA
4, BADBABA
5, BADBABA
6, BADBABA
7, BADBABA
8, BADBABA
9, BADBABA
10, BADBABA
11, BADBABA
12, BADBABA
13, BADBABA
14, BADBABA
15, BADBABA
16, BADBABA
17, BADBABA
18, BADBABA
19, BADBABA
20, BADBABA
21, BADBABA
22, BADBABA
23, BADBABA
24, BADBABA
25, BADBABA
26, BADBABA
27, BADBABA
28, BADBABA
29, BADBABA
30, BADBABA
31, BADBABA
32, BADBABA
33, BADBABA
34, BADBABA
35, BADBABA
36, BADBABA
37, BADBABA
38, BADBABA
39, BADBABA
40, BADBABA
41, BADBABA
42, BADBABA
43, BADBABA
44, BADBABA
45, BADBABA
46, BADBABA
47, BADBABA
48, BADBABA
49, BADBABA
50, BADBABA
51, BADBABA
52, BADBABA
53, BADBABA
54, BADBABA
55, BADBABA
56, BADBABA
57, BADBABA
58, BADBABA
59, BADBABA
60, BADBABA
61, BADBABA
62, BADBABA
63, BADBABA
64, BADBABA
65, BADBABA
66, BADBABA
67, BADBABA
68, BADBABA
69, BADBABA
70, BADBABA
71, BADBABA
72, BADBABA
73, BADBABA
74, BADBABA
75, BADBABA
76, BADBABA
77, BADBABA
78, BADBABA
79, BADBABA
80, BADBABA
81, BADBABA
82, BADBABA
83, BADBABA
84, BADBABA
85, BADBABA
86, BADBABA
87, BADBABA
88, BADBABA
89, BADBABA
90, BADBABA
91, BADBABA
92, BADBABA
93, BADBABA
94, BADBABA
95, BADBABA
96, BADBABA
97, BADBABA
98, BADBABA
99, BADBABA
100, BADBABA
101, BADBABA
102, BADBABA
103, BADBABA
104, BADBABA
105, BADBABA
106, BADBABA
107, BADBABA
108, BADBABA
109, BADBABA
110, BADBABA
111, BADBABA
112, BADBABA
113, BADBABA
114, BADBABA
115, BADBABA
116, BADBABA
117, BADBABA
118, BADBABA
119, BADBABA
120, BADBABA
121, BADBABA
122, BADBABA
123, BADBABA
124, BADBABA
125, BADBABA
126, BADBABA
127, BADBABA
128, BADBABA
129, BADBABA
130, BADBABA
131, BADBABA
132, BADBABA
133, BADBABA
134, BADBABA
135, BADBABA
136, BADBABA
137, BADBABA
138, BADBABA
139, BADBABA
140, BADBABA
141, BADBABA
142, BADBABA
143, BADBABA
144, BADBABA
145, BADBABA
146, BADBABA
147, BADBABA
148, BADBABA
149, BADBABA
150, BADBABA
151, BADBABA
152, BADBABA
153, BADBABA
154, BADBABA
155, BADBABA
156, BADBABA
157, BADBABA
158, BADBABA
159, BADBABA
160, BADBABA
161, BADBABA
162, BADBABA
163, BADBABA
164, BADBABA
165, BADBABA
166, BADBABA
167, BADBABA
168, BADBABA
169, BADBABA
170, BADBABA
171, BADBABA
172, BADBABA
173, BADBABA
174, BADBABA
175, BADBABA
176, BADBABA
177, BADBABA
178, BADBABA
179, BADBABA
180, BADBABA
181, BADBABA
182, BADBABA
183, BADBABA
184, BADBABA
185, BADBABA
186, BADBABA
187, BADBABA
188, BADBABA
189, BADBABA
190, BADBABA
191, BADBABA
192, BADBABA
193, BADBABA
194, BADBABA
195, BADBABA
196, BADBABA
197, BADBABA
198, BADBABA
199, BADBABA
200, BADBABA
201, BADBABA
202, BADBABA
203, BADBABA
204, BADBABA
205, BADBABA
206, BADBABA
207, BADBABA
208, BADBABA
209, BADBABA
210, BADBABA
211, BADBABA
212, BADBABA
213, BADBABA
214, BADBABA
215, BADBABA
216, BADBABA
217, BADBABA
218, BADBABA
219, BADBABA
220, BADBABA
221, BADBABA
222, BADBABA
223, BADBABA
224, BADBABA
225, BADBABA
226, BADBABA
227, BADBABA
228, BADBABA
229, BADBABA
230, BADBABA
231, BADBABA
232, BADBABA
233, BADBABA
234, BADBABA
235, BADBABA
236, BADBABA
237, BADBABA
238, BADBABA
239, BADBABA
240, BADBABA
241, BADBABA
242, BADBABA
243, BADBABA
244, BADBABA
245, BADBABA
246, BADBABA
247, BADBABA
248, BADBABA
249, BADBABA
250, BADBABA
251, BADBABA
252, BADBABA
253, BADBABA
254, BADBABA
255, BADBABA
256, BADBABA
257, BADBABA
258, BADBABA
259, BADBABA
260, BADBABA
261, BADBABA
262, BADBABA
263, BADBABA
264, BADBABA
265, BADBABA
266, BADBABA
267, BADBABA
268, BADBABA
269, BADBABA
270, BADBABA
271, BADBABA
272, BADBABA
273, BADBABA
274, BADBABA
275, BADBABA
276, BADBABA
277, BADBABA
278, BADBABA
279, BADBABA
280, BADBABA
281, BADBABA
282, BADBABA
283, BADBABA
284, BADBABA
285, BADBABA
286, BADBABA
287, BADBABA
288, BADBABA
289, BADBABA
290, BADBABA
291, BADBABA
292, BADBABA
293, BADBABA
294, BADBABA
295, BADBABA
296, BADBABA
297, BADBABA
298, BADBABA
299, BADBABA
300, BADBABA
301, BADBABA
302, BADBABA
303, BADBABA
304, BADBABA
305, BADBABA
306, BADBABA
307, BADBABA
308, BADBABA
309, BADBABA
310, BADBABA
311, BADBABA
312, BADBABA
313, BADBABA
314, BADBABA
315, BADBABA
316, BADBABA
317, BADBABA
318, BADBABA
319, BADBABA
320, BADBABA
321, BADBABA
322, BADBABA
323, BADBABA
324, BADBABA
325, BADBABA
326, BADBABA
327, BADBABA
328, BADBABA
329, BADBABA
330, BADBABA
331, BADBABA
332, BADBABA
333, BADBABA
334, BADBABA
335, BADBABA
336, BADBABA
337, BADBABA
338, BADBABA
339, BADBABA
340, BADBABA
341, BADBABA
342, BADBABA
343, BADBABA
344, BADBABA
345, BADBABA
346, BADBABA
347, BADBABA
348, BADBABA
349, BADBABA
350, BADBABA
351, BADBABA
352, BADBABA
353, BADBABA
354, BADBABA
355, BADBABA
356, BADBABA
357, BADBABA
358, BADBABA
359, BADBABA
360, BADBABA
361, BADBABA
362, BADBABA
363, BADBABA
364, BADBABA
365, BADBABA
366, BADBABA
367, BADBABA
368, BADBABA
369, BADBABA
370, BADBABA
371, BADBABA
372, BADBABA
373, BADBABA
374, BADBABA
375, BADBABA
376, BADBABA
377, BADBABA
378, BADBABA
379, BADBABA
380, BADBABA
381, BADBABA
382, BADBABA
383, BADBABA
384, BADBABA
385, BADBABA
386, BADBABA
387, BADBABA
388, BADBABA
389, BADBABA
390, BADBABA
391, BADBABA
392, BADBABA
393, BADBABA
394, BADBABA
395, BADBABA
396, BADBABA
397, BADBABA
398, BADBABA
399, BADBABA
400, BADBABA
401, BADBABA
402, BADBABA
403, BADBABA
404, BADBABA
405, BADBABA
406, BADBABA
407, BADBABA
408, BADBABA
409, BADBABA
410, BADBABA
411, BADBABA
412, BADBABA
413, BADBABA
414, BADBABA
415, BADBABA
416, BADBABA
417, BADBABA
418, BADBABA
419, BADBABA
420, BADBABA
421, BADBABA
422, BADBABA
423, BADBABA
424, BADBABA
425, BADBABA
426, BADBABA
427, BADBABA
428, BADBABA
429, BADBABA
430, BADBABA
431, BADBABA
432, BADBABA
433, BADBABA
434, BADBABA
435, BADBABA
436, BADBABA
437, BADBABA
438, BADBABA
439, BADBABA
440, BADBABA
441, BADBABA
442, BADBABA
443, BADBABA
444, BADBABA
445, BADBABA
446, BADBABA
447, BADBABA
448, BADBABA
449, BADBABA
450, BADBABA
451, BADBABA
452, BADBABA
453, BADBABA
454, BADBABA
455, BADBABA
456, BADBABA
457, BADBABA
458, BADBABA
459, BADBABA
460, BADBABA
461, BADBABA
462, BADBABA
463, BADBABA
464, BADBABA
465, BADBABA
466, BADBABA
467, BADBABA
468, BADBABA
469, BADBABA
470, BADBABA
471, BADBABA
472, BADBABA
473, BADBABA
474, BADBABA
475, BADBABA
476, BADBABA
477, BADBABA
478, BADBABA
479, BADBABA
480, BADBABA
481, BADBABA
482, BADBABA
483, BADBABA
484, BADBABA
485, BADBABA
486, BADBABA
487, BADBABA
488, BADBABA
489, BADBABA
490, BADBABA
491, BADBABA
492, BADBABA
493, BADBABA
494, BADBABA
495, BADBABA
496, BADBABA
497, BADBABA
498, BADBABA
499, BADBABA
500, BADBABA
501, BADBABA
502, BADBABA
503, BADBABA
504, BADBABA
505, BADBABA
506, BADBABA
507, BADBABA
508, BADBABA
509, BADBABA
510, BADBABA
511, BADBABA
512, BADBABA
513, BADBABA
514, BADBABA
515, BADBABA
516, BADBABA
517, BADBABA
518, BADBABA
519, BADBABA
520, BADBABA
521, BADBABA
522, BADBABA
523, BADBABA
524, BADBABA
525, BADBABA
526, BADBABA
527, BADBABA
528, BADBABA
529, BADBABA
530, BADBABA
531, BADBABA
532, BADBABA
533, BADBABA
534, BADBABA
535, BADBABA
536, BADBABA
537, BADBABA
538, BADBABA
539, BADBABA
540, BADBABA
541, BADBABA
542, BADBABA
543, BADBABA
544, BADBABA
545, BADBABA
546, BADBABA
547, BADBABA
548, BADBABA
549, BADBABA
550, BADBABA
551, BADBABA
552, BADBABA
553, BADBABA
554, BADBABA
555, BADBABA
556, BADBABA
557, BADBABA
558, BADBABA
559, BADBABA
560, BADBABA
561, BADBABA
562, BADBABA
563, BADBABA
564, BADBABA
565, BADBABA
566, BADBABA
567, BADBABA
568, BADBABA
569, BADBABA
570, BADBABA
571, BADBABA
572, BADBABA
573, BADBABA
574, BADBABA
575, BADBABA
576, BADBABA
577, BADBABA
578, BADBABA
579, BADBABA
580, BADBABA
581, BADBABA
582, BADBABA
583, BADBABA
584, BADBABA
585, BADBABA
586, BADBABA
587, BADBABA
588, BADBABA
589, BADBABA
590, BADBABA
591, BADBABA
592, BADBABA
593, BADBABA
594, BADBABA
595, BADBABA
596, BADBABA
597, BADBABA
598, BADBABA
599, BADBABA
600, BADBABA
601, BADBABA
602, BADBABA
603, BADBABA
604, BADBABA
605, BADBABA
606, BADBABA
607, BADBABA
608, BADBABA
609, BADBABA
610, BADBABA
611, BADBABA
612, BADBABA
613, BADBABA
614, BADBABA
615, BADBABA
616, BADBABA
617, BADBABA
618, BADBABA
619, BADBABA
620, BADBABA
621, BADBABA
622, BADBABA
623, BADBABA
624, BADBABA
625, BADBABA
626, BADBABA
627, BADBABA
628, BADBABA
629, BADBABA
630, BADBABA
631, BADBABA
632, BADBABA
633, BADBABA
634, BADBABA
635, BADBABA
636, BADBABA
637, BADBABA
638, BADBABA
639, BADBABA
640, BADBABA
641, BADBABA
642, BADBABA
643, BADBABA
644, BADBABA
645, BADBABA
646, BADBABA
647, BADBABA
