bucket_num,bucket_size
421, 29
422, 45
423, 31
424, 45
425, 39
426, 43
427, 36
428, 36
429, 29
430, 36
431, 36
432, 34
433, 27
434, 42
435, 37
436, 34
437, 30
438, 35
439, 29
440, 36
441, 30
442, 37
443, 19
444, 31
445, 19
446, 26
447, 21
448, 21
449, 18
450, 16
451, 15
452, 11
453, 9
454, 18
455, 7
456, 7
457, 8
458, 4
459, 6
460, 5
461, 1
462, 7
463, 8
464, 0
465, 3
466, 1
467, 4
468, 1
469, 1
470, 6
471, 2
472, 3
473, 1
474, 4
475, 6
476, 1
477, 7
478, 4
479, 5
480, 4
481, 2
482, 5
483, 4
484, 15
485, 8
486, 10
487, 11
488, 9
489, 11
490, 8
491, 8
492, 11
493, 16
494, 8
495, 13
496, 13
497, 15
498, 25
499, 18
500, 27
501, 18
502, 21
503, 21
504, 25
505, 23
506, 18
507, 24
508, 20
509, 25
510, 29
511, 25
512, 22
513, 22
514, 25
515, 26
516, 27
517, 33
518, 30
519, 25
520, 39
521, 28
522, 28
523, 37
524, 39
525, 43
526, 37
527, 36
528, 51
529, 52
530, 42
531, 50
532, 61
533, 40
534, 49
535, 43
536, 56
537, 53
538, 44
539, 43
540, 57
541, 47
542, 56
543, 54
544, 46
545, 58
546, 38
547, 44
548, 43
549, 36
550, 33
551, 32
552, 47
553, 38
554, 37
555, 34
556, 33
557, 39
558, 26
559, 28
560, 20
561, 24
562, 15
563, 14
564, 14
565, 7
566, 9
567, 5
568, 9
569, 17
570, 5
571, 6
572, 3
573, 5
574, 2
575, 6
576, 2
577, 4
578, 6
579, 1
580, 3
581, 2
582, 6
583, 1
584, 3
585, 3
586, 6
587, 5
588, 5
589, 5
590, 3
591, 5
592, 5
593, 9
594, 8
595, 7
596, 10
597, 6
598, 8
599, 13
600, 8
601, 12
602, 10
603, 17
604, 14
605, 15
606, 15
607, 17
608, 15
609, 21
610, 16
611, 9
612, 26
613, 31
614, 28
615, 30
616, 31
617, 48
618, 28
619, 31
620, 31
621, 31
622, 26
623, 32
624, 39
625, 35
626, 44
627, 46
628, 43
629, 36
630, 50
631, 42
632, 62
633, 42
634, 49
635, 55
636, 40
637, 54
638, 48
639, 48
640, 54
641, 68
642, 65
643, 42
644, 54
645, 51
646, 45
647, 58
648, 54
649, 66
650, 51
651, 59
652, 45
653, 45
654, 38
655, 59
656, 42
657, 61
658, 36
659, 42
660, 32
661, 36
662, 33
663, 32
664, 31
665, 29
666, 22
667, 31
668, 30
669, 25
670, 19
671, 20
672, 21
673, 11
674, 11
675, 11
676, 13
677, 10
678, 10
679, 8
680, 5
681, 4
682, 5
683, 6
684, 4
685, 7
686, 3
687, 1
688, 0
689, 3
690, 3
691, 4
692, 2
693, 4
694, 8
695, 2
696, 5
697, 8
698, 5
699, 4
700, 8
701, 10
702, 10
703, 9
704, 6
705, 8
706, 11
707, 8
708, 9
709, 12
710, 15
711, 18
712, 20
713, 15
714, 18
715, 15
716, 23
717, 21
718, 25
719, 27
720, 25
721, 18
722, 33
723, 20
724, 22
725, 25
726, 25
727, 27
728, 25
729, 34
730, 42
731, 37
732, 40
733, 44
734, 36
735, 51
736, 52
737, 47
738, 35
739, 46
740, 51
741, 61
742, 54
743, 54
744, 62
745, 62
746, 54
747, 52
748, 48
749, 65
750, 72
751, 69
752, 57
753, 56
754, 70
755, 63
756, 49
757, 62
758, 42
759, 47
760, 45
761, 44
762, 53
763, 29
764, 50
765, 58
766, 34
767, 48
768, 39
769, 33
770, 38
771, 32
772, 31
773, 24
774, 22
775, 21
776, 19
777, 23
778, 20
779, 18
780, 14
781, 18
782, 20
783, 14
784, 13
785, 10
786, 15
787, 4
788, 12
789, 7
790, 6
791, 5
792, 2
793, 7
794, 2
795, 3
796, 3
797, 4
798, 6
799, 3
800, 2
801, 5
802, 2
803, 3
804, 6
805, 3
806, 2
807, 6
808, 4
809, 3
810, 11
811, 7
812, 3
813, 5
814, 9
815, 9
816, 9
817, 5
818, 12
819, 14
820, 7
821, 12
822, 16
823, 19
824, 12
825, 19
826, 23
827, 18
828, 20
829, 21
830, 25
831, 23
832, 22
833, 26
834, 31
835, 29
836, 31
837, 36
838, 33
839, 21
840, 32
841, 33
842, 41
843, 36
844, 27
845, 43
846, 45
847, 37
848, 48
849, 32
850, 42
851, 52
852, 43
853, 52
854, 51
855, 54
856, 45
857, 38
858, 39
859, 41
860, 51
861, 48
862, 46
863, 50
864, 50
865, 48
866, 44
867, 48
868, 40
869, 39
870, 46
871, 32
872, 49
873, 38
874, 40
875, 39
876, 34
877, 32
878, 24
879, 25
880, 23
881, 22
882, 25
883, 24
884, 21
885, 22
886, 20
887, 16
888, 17
889, 12
890, 13
891, 10
892, 13
893, 7
894, 12
895, 6
896, 4
897, 5
898, 6
899, 4
900, 2
901, 4
902, 1
903, 5
904, 4
